type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,encoded_type,cluster,wine_type
,6.352492525088464,0.4345982060212313,0.42651321011659593,1.093870888798655,0.0412835743395789,9.352492525088463,64.64750747491154,0.9906054481650676,3.2488123131272117,0.37291201413075015,11.694633596148266,4,0,0,Other
,7.869122087966697,0.29298499516602716,0.3258287046887602,8.258501401658641,0.056290363460582804,23.327194780083257,158.18201304979186,0.9974657517254768,3.3003683131950043,0.4716359739004163,9.783640260995838,4,1,2,Other
,5.863063015908408,0.35054054761373876,0.3169369840915919,1.5621616670382856,0.036684684920457955,3.6306301590840815,78.1531507954204,0.9906680178176107,3.28,0.3589189047725225,11.431531507954205,4,1,4,Other
,8.836850292872894,0.21959479530153142,0.3264373099451761,3.160702922477796,0.04821865497258805,24.793578950658496,177.4655964917764,0.9953821865497259,3.2134403508223586,0.45137614032894335,9.427522806578867,4,1,2,Other
,6.893685161401544,0.25808346162134205,0.21383307675731592,1.948929121234323,0.07821196707322328,22.191653837865797,188.78692858682066,0.9952008567030126,3.4338220333577554,0.5959527474895487,9.497858242468645,4,1,1,Other
,9.810791910208609,0.5192354943612688,0.22717633709248744,2.294424494388038,0.10116008314805254,5.94424494388038,14.0,0.9977386694382684,3.3388848988776076,0.5233453033671772,10.05575505611962,4,0,3,Off-Dry
,6.212981075836342,0.29237986390332926,0.28318909915737395,2.254593994382493,0.049989321235851494,6.362180168525203,46.09187988764987,0.992699370378075,3.124487206741008,0.46816240224700273,9.895672974721219,4,0,4,Other
,6.380370920685855,0.34177744758848727,0.21990726982853637,5.814992570740964,0.05975734412112673,7.794436189712181,115.79443618971219,0.994722410984458,3.1901854603429274,0.35,9.557032634513163,4,1,4,Other
,6.722362712545037,0.6021730506092371,0.0,2.158040301393893,0.06406282109757251,6.58040301393893,13.58040301393893,0.9957868075695098,3.4797234273516033,0.592587909581832,10.522362712545037,4,0,1,Off-Dry
,5.486350255044608,0.2747081207961594,0.2218101530267652,1.8454010201784348,0.03583284268496899,5.378832483184638,48.51532993273855,0.9910705837584077,3.2366862926012403,0.46136497449553915,10.516715731503101,4,1,4,Other
,8.327436254174154,0.6918416008969122,0.27292350500898555,2.314442898578663,0.09069315406926973,17.660670680280997,56.45127491651691,0.9981272616277078,3.3801449542983173,0.6062818729129227,10.25487250834831,4,0,1,Off-Dry
,5.4932846853068575,0.26892942891095173,0.22597081118411474,1.8731387412274316,0.03608710512791812,5.355717715643807,48.42287086257523,0.9910821411421781,3.226515794883275,0.4606715314693142,10.491289487208187,4,1,4,Other
,7.625024508723368,0.3799901965106529,0.23875857805317874,5.803373150824099,0.07931084566117268,19.71896445132947,155.25024508723368,0.9960048146390025,3.2028201589760523,0.516871936409579,9.518768381542525,4,1,4,Other
,6.5094843668486755,0.8039129335296413,0.0068774303744150184,2.8909044930577275,0.07237937467394703,5.656128481279249,13.0,0.9967637937467394,3.5281031266302647,0.59624513925117,10.343871518720752,4,0,1,Other
,6.896452277461944,0.2156099791674484,0.3307759214010533,2.176722357968403,0.04367406728223072,25.035477225380564,136.2128633522834,0.9936312657339081,3.3121286335228337,0.5950331884467209,10.057427329543323,4,1,4,Off-Dry
,7.354332443754048,0.57465259244876,0.12427792604099203,2.1271662218770238,0.08162138963020496,10.13583110938512,23.37861036979504,0.9966564400876634,3.3862138963020496,0.4413583110938512,9.258235703387273,4,0,1,Other
,7.886310840497287,0.2754756638010852,0.33020879417405047,8.44889726003503,0.06167401826643313,22.00521985435126,157.86310840497288,0.9973602374850797,3.284472137655402,0.4842111449378391,9.714733130372966,4,1,2,Other
,6.668357006915382,0.8252839727525009,0.0720892517288455,5.894624762101918,0.06090162175659643,21.31642993084618,48.262677551865366,0.9946256794550501,3.373762666528657,0.39477687067788625,11.157910748271155,4,0,1,Other
,6.217998256032224,0.4228006975871107,0.44500435991944165,6.489991280161117,0.0493195814477336,11.4600523190333,115.35996512064446,0.9959220366233232,3.248402092761332,0.5304038367291086,9.21597907238668,4,1,4,Other
,8.759168059465932,0.3889883520589318,0.20107487593738507,1.901896839889503,0.06445257900276243,15.490515800552485,38.98103160110497,0.9958717071559006,3.2995574040257827,0.48503161399815836,9.150948419944752,4,0,1,Other
,8.110609807877923,0.7353049039389618,0.0,2.468170576366229,0.08184878463023389,12.106098078779237,24.212196157558473,0.9979609023458197,3.3789390192122077,0.46,9.6,4,0,1,Other
,8.31714258819561,0.5906857035278243,0.21308566587520975,2.413714070556488,0.08284952094075317,17.0,44.71238023518829,0.9969561901175942,3.2954095435323216,0.5003428517639122,9.203428517639123,4,0,1,Other
,6.899038922620575,0.20422874046947265,0.33750119881349344,1.9749640355951967,0.043182604702090864,25.009610773794257,136.05766464276553,0.9935355598630388,3.3105766464276556,0.5986544916688041,10.088467071446892,4,1,4,Other
,8.461565961942648,0.8101623394561164,0.033225107029255685,2.2100978726214158,0.07333229796506713,5.100978726214155,14.0,0.9968110765988356,3.322019574524283,0.5739412764271506,10.899021273785845,4,0,1,Off-Dry
,8.53254240640678,0.8217457593593221,0.018720340240254187,2.0255931951949164,0.07232542406406779,4.709321991991527,14.0,0.997077881410411,3.311279659759746,0.5683728796796611,10.622118589588984,4,0,1,Off-Dry
,6.311223568574979,0.7917969958573599,0.002471634857221759,2.3842380085805024,0.06444894274299917,5.876418257138912,13.0,0.9966844894274299,3.567755286285004,0.6050567302855565,10.123581742861088,4,0,1,Other
,6.5716521928408795,0.27402898392992675,0.3368637646458388,9.274550585833552,0.06365623100075897,60.88057967859854,181.91072514242344,0.9969133912286364,3.1547768128560585,0.5950782674943077,9.119420321401465,4,1,2,Other
,5.685246016168521,0.1833489506351919,0.29,2.26194374278191,0.03975643995380423,4.969554994225528,47.243560046195775,0.9912459952973438,3.0651287990760845,0.4460421492493186,10.139578507506814,4,1,4,Other
,7.433199431078158,0.3520241024059315,0.23532396017547108,3.686338606141488,0.032068809102749465,5.0,33.465595448625265,0.9911282972630064,3.0267001422304602,0.3573279772431263,11.679758975940686,4,1,4,Other
,8.342134267026525,0.6227035317431366,0.3325137768375996,2.8969188610888557,0.08191144771074936,14.710671335132627,55.72332166216843,0.9971823709849976,3.278173846864589,0.5309406302429046,10.269802100809683,4,0,1,Off-Dry
,7.095254479826681,0.41979291106296696,0.2265573875921451,10.119585822125934,0.0645936120781046,15.270059731022412,175.87834328850374,0.9966175149327555,3.3985159698047385,0.5060828355748133,10.389905218220704,4,1,4,Other
,8.109980511660394,0.5733708587278338,0.22224074303868716,6.495302069263892,0.05347261267839827,13.54990255830197,58.62524360424507,0.9961086598664294,3.1504892814132166,0.37423684537076596,9.747456151235887,4,0,4,Other
,7.919813984695988,0.5747925593878396,0.14156651724527786,2.0958511877567907,0.07861134917009054,17.0,43.652837292522634,0.9964264186462614,3.3245469744556275,0.49239627969391975,9.123962796939198,4,0,1,Other
,7.343793542769324,0.17686967810597154,0.3968774190427402,5.768541962324342,0.038873548574355876,35.686193716920286,162.1865807637587,0.9937310709908372,3.0562451619145192,0.6168774190427402,11.34387095213701,4,1,2,Other
,7.173325886196262,0.5188802005623057,0.11222842816978168,1.5355654850716507,0.10222060867585678,16.80022341411214,149.6662943098131,0.9937733258861963,3.09133929104299,0.5726674113803738,9.280022341411213,4,1,1,Other
,7.6,0.2146180133573083,0.3509236026714616,1.2369441068584663,0.04016875759568451,6.907639732853834,106.0,0.9915477764274339,3.068312424043155,0.44538198664269174,11.21687575956845,4,1,0,Other
,6.269374925058524,0.3418437912178121,0.18346874625292617,5.492189560890605,0.09153125374707383,25.57187762295168,195.34687462529263,0.996838532212998,3.516125014988295,0.6857187762295168,9.304062387587784,4,1,1,Other
,7.588418844673301,0.5567830124092505,0.12244491056896964,10.393566024818501,0.09527939477967211,21.845584595644024,176.974264099274,0.998261396148911,3.3218015130508194,0.4512867950362998,9.129596285834895,4,1,1,Other
,5.3435374225239975,0.39371881456333513,0.1361224535143987,1.2741496900959914,0.030596372159213257,5.85487525825334,50.41950103301336,0.9908325623708734,3.4461451136314696,0.4756462577476002,11.040362784078674,4,1,4,Other
,7.859969236119478,0.7139800034776608,0.07200922916415657,2.909950008694152,0.08729888480933108,26.600076909701304,57.09950008694152,0.9989028273377206,3.5489934626753894,0.6659930781268826,9.86000769097013,4,0,1,Other
,7.092687769576925,0.7142224127951187,0.011369717759467494,1.67579811839645,0.06483110348819526,4.0,8.0,0.9951879295180225,3.3413697177594677,0.35484037632071,9.907312230423075,4,0,1,Other
,7.594910433265018,0.7367793166617871,0.038898615004391644,2.93475161674962,0.07992365649897529,13.864413666764259,27.29662050014639,0.9966935505065417,3.3872882733352854,0.4859324100029278,10.248310250073194,4,0,1,Off-Dry
,7.325094183804941,0.4836372732791503,0.17803567230784578,10.247274546558302,0.07889474921452966,18.33458911739921,176.3890981862332,0.9973836472793498,3.3627631269636757,0.48054509068833995,9.802537085831817,4,1,4,Other
,6.724539728685649,0.6517023982571182,0.09,3.9,0.07837578730572335,14.811349321714122,29.377301356571756,0.995534295058126,3.426978561045729,0.5482976017428819,11.081134932171413,4,0,1,Off-Dry
,6.39856671483348,0.29457184757035737,0.20657111432223196,3.26571114322232,0.04529989001278119,8.542815242964263,85.0,0.9925564131208431,3.1515729474425456,0.4354281524296426,10.614296189258933,4,1,4,Other
,6.422553843841501,0.5384576914405628,0.09,3.9,0.11989884647179365,14.056384609603752,30.887230780792496,0.9967120400090181,3.4949253851356623,0.6615423085594373,11.005638460960375,4,0,1,Off-Dry
,7.414848498612766,0.508569027392435,0.15908753918174937,10.29713805478487,0.08447946213590544,19.531313314836883,176.58855221913947,0.9976828283287091,3.3488013446602363,0.470572389043026,9.573164947989598,4,1,1,Other
,6.120995584548927,0.3209253311588305,0.1966368928754775,3.241991169097855,0.03751244480686159,5.1512444806861595,85.45373344205848,0.9917536441206849,3.2890746688411694,0.41209955845489277,11.363879967382456,4,1,4,Off-Dry
,6.678364846748376,0.27912263649387187,0.2732751664279016,4.356729693496751,0.04447956058435469,5.84795605843547,87.54386817530641,0.9940736936745901,3.330877363506128,0.4678364846748375,10.736839547408078,4,1,4,Off-Dry
,6.883672854113429,0.2718394419009142,0.29754942069491436,3.1735173791525693,0.04610215771844856,25.163271458865715,136.97962875319428,0.9941041043978032,3.319796287531943,0.5771419957588,9.904074249361143,4,1,4,Off-Dry
,6.5517095628950885,0.34402655129231174,0.4079344353244794,4.954082908097972,0.040701327564615586,16.29867243538441,113.43684638713295,0.9954207260927622,3.301263072257341,0.5973551882251735,9.468946083860118,4,1,4,Other
,6.288395954291303,0.3946416182834786,0.2690101142717411,6.8419797714565185,0.06621502902991286,9.348121371260893,116.76791908582607,0.9944436849598826,3.1639248548504355,0.37552890055913213,10.060751451495642,4,1,4,Other
,6.760589980698333,0.492234014154556,0.1284719845586662,1.8676499678305547,0.08666489787681661,4.0,7.46470006433889,0.9943132979575363,3.388882992922722,0.4824129864888329,10.93529993566111,4,0,1,Other
,5.888658215865572,0.6993810093630325,0.015567089206721374,1.7886582158655726,0.07037805947114759,6.0,13.0,0.9957786210638947,3.6263232081490164,0.6151890297355738,10.051890297355738,4,0,1,Other
,8.626123556613427,0.7746796081052301,0.056880261263179945,2.220382722288339,0.0767262983551519,5.203827222883391,14.0,0.9969242099451717,3.3240765444576676,0.5677703666269965,10.79617277711661,4,0,1,Off-Dry
,7.918517903271266,0.49254914989549653,0.15934632922762704,8.769937789141165,0.08738128026442456,23.12418083507506,177.18736347251252,0.9977566459297137,3.2900218443979985,0.4462527305497498,9.08126365274875,4,1,1,Other
,8.0,0.8107530449420808,0.26312608747931454,2.426182576282497,0.07725043499172582,11.137478250413709,62.79378262437944,0.9964567600048096,3.2762521749586293,0.46762695746276617,9.779378262437945,4,0,1,Other
,8.444845526194493,0.3685648268793822,0.24067282824591,2.985200685649832,0.08748426191346406,14.0,33.69058621867696,0.9964448426191347,3.354708344191444,0.5731388961276292,10.085200685649832,4,0,1,Off-Dry
,8.141129474118788,0.7505647370593944,0.0,2.3766115776436334,0.08429035792950311,12.41129474118789,24.82258948237578,0.9979059669465862,3.375887052588121,0.46,9.6,4,0,1,Other
,6.891670615436187,0.4391670615436187,0.3307077607617529,4.154597746342081,0.03612084715402666,10.783341230872374,62.770823461409535,0.9921309290263153,3.173124703842286,0.3277082346140953,10.940828199932957,4,1,4,Other
,5.384810715355808,0.3593244038701594,0.1608864292134852,1.4392428614232347,0.03210972622971298,5.717297615480637,49.86919046192255,0.9909013511922596,3.3856109508114804,0.4715189284644191,10.8890273770287,4,1,4,Other
,6.362226823996204,0.35266390560227723,0.22444329400094884,6.0599378760512375,0.06184391524043647,8.06659764005693,116.06659764005693,0.9946044743559753,3.181113411998102,0.35,9.702185408030362,4,1,4,Other
,7.310829226269094,0.8408784551094546,0.018243089781090883,4.013479751839994,0.0914320334308363,5.0,13.175691021890913,0.9969472926934327,3.3941878080298182,0.5717569102189091,11.0,4,0,1,Off-Dry
,6.375076749001714,0.3449539505989717,0.22123081274957151,5.886463888476863,0.060366173864802905,7.873848764974292,115.8738487649743,0.9946879988685111,3.187538374500857,0.35,9.599386007986288,4,1,4,Other
,5.403916129880154,0.34340322509987087,0.172349677928093,1.51566451952062,0.032810258095605685,5.653612900399484,49.614451601597935,0.9909331935498003,3.3575896761757726,0.4696083870119845,10.81897419043943,4,1,4,Other
,8.71613200694464,0.3236426338234879,0.25787513026963205,4.6880303174009565,0.0657987809885568,25.939289436275203,177.6565482393792,0.9963960101058003,3.214952281699328,0.436869035212416,9.03434517606208,4,1,2,Other
,7.101453266057279,0.7641972323217552,0.0,1.9613148821450341,0.07664221414259591,6.0,12.30657441072517,0.996695474047142,3.4166436026812925,0.5267889292870205,9.79197232321755,4,0,1,Other
,7.457875283958112,0.28639459012206503,0.3315750567916223,2.148195333304427,0.03159392938273746,6.812141234525077,105.18785876547493,0.993,3.1195447037053095,0.49542659505669656,10.643642370357524,4,1,4,Other
,6.251817595042595,0.4939987090937088,0.31472574711074675,9.265433421533416,0.07168208223083229,39.39987090937088,220.90879752129746,0.9974553667462742,3.3538201768551774,0.6374553669403671,9.251817595042596,4,1,2,Other
,7.7275532929780635,0.5671021317191226,0.10695959273605142,1.9420426343824508,0.07656056845843268,17.0,43.14014211460817,0.9961700710573042,3.3386460918482754,0.48855106585956126,9.085510658595613,4,0,1,Other
,9.456269668567684,0.6469856722869548,0.12906741714192088,1.911735959996723,0.08913342714274011,4.890674171419208,14.0,0.9979109325828581,3.3122668542854803,0.5310932582858079,9.833601125712882,4,0,1,Other
,7.088265298520724,0.5429964652742424,0.21013736222803903,1.9289638920801113,0.08286891676240335,8.710361079198886,23.0,0.9959006868111402,3.3711734701479275,0.43579277841602226,9.187578487380529,4,0,1,Other
,6.941142162753666,0.3034717497264295,0.2797144593115835,6.512004860724338,0.04118429526213709,58.01427703442083,205.73004253133797,0.995276573511739,3.19,0.7382998177228374,9.860999392409457,4,1,2,Other
,6.32923611386822,0.4290166673283727,0.42872256918251916,1.0810798626275209,0.040737048675903165,9.32923611386822,64.67076388613178,0.9905219576487869,3.248230902846706,0.37140034740143424,11.721378469051547,4,0,0,Other
,6.995569557921534,0.6277769026299042,0.08977847789607671,5.64193167312817,0.06493354336882301,25.511076105196164,147.86708673764602,0.9961194781924836,3.286882937883348,0.4697784778960767,9.291139115843068,4,1,1,Other
,7.485326037832763,0.7289518598451974,0.04594332613932233,3.067818382631644,0.07827989056749146,14.020962803096051,27.531444204644078,0.9964931676120371,3.390419256061921,0.4906288840928816,10.365722102322039,4,0,1,Off-Dry
,7.2,0.5769093897459261,0.09413990611475785,1.4586009388524215,0.09144037554096857,19.72591550328207,152.24197183442735,0.9942926488276562,3.123818779491852,0.5327408449671792,9.406995305737892,4,1,1,Other
,6.7735694679594145,0.25720254433671547,0.299845597540774,7.793823901630962,0.05423342482856067,60.54405088673431,187.29518581225105,0.9961057221281623,3.1682379645306273,0.665749313785795,9.45594911326569,4,1,2,Other
,6.689578576302601,0.8183869627016546,0.07739464407565036,5.931762508529552,0.058620303047470346,21.104214236973988,48.42183932226951,0.9944877392540331,3.347766244029313,0.3815133898108741,11.152605355924349,4,0,1,Other
,7.989548790208356,0.6210615865248424,0.219994511484774,1.9947743951041779,0.08415951240448766,9.737073200641095,75.0,0.9962612536845578,3.2126292679935893,0.5505335375200342,9.547304869823698,4,0,1,Other
,8.0,0.5968771390344846,0.18674183536945876,7.162006207093556,0.046696734147783504,12.665163292610824,60.502255061083765,0.9957540248853991,3.1234836707389175,0.33013530366502575,9.550225506108376,4,0,4,Other
,7.2019263663548445,0.7087090261682032,0.06416187644861714,3.411946555140546,0.07402889549532267,14.425819476635937,28.138729214953905,0.995974951069906,3.398516389532719,0.5027745842990781,10.669364607476952,4,0,1,Off-Dry
,6.94723203104933,0.4967853575481893,0.2961638131156259,1.473616015524665,0.0617096129764471,6.529944710921015,75.0,0.9934710518985013,3.24470055289079,0.4503107722162817,10.429265204496721,4,0,1,Other
,7.398320157587189,0.7036870059095196,0.0,3.289389822714413,0.07047480236380783,11.561450098491992,22.245800393967972,0.9966204953053251,3.4106984931055604,0.5038549901508007,10.564809783317616,4,0,1,Off-Dry
,6.7516528322942495,0.818712117529093,0.0122589518287611,3.5097794603075267,0.08206611329176998,5.387052408561945,13.0,0.9968606611329177,3.47966943354115,0.5854820963424777,10.612947591438054,4,0,1,Off-Dry
,6.672387195388881,0.5600546718697694,0.18014042325816948,1.4709829628071862,0.05115757353584949,5.20280846516339,25.695787302254914,0.993504212697745,3.26,0.3352106348872542,10.0,4,0,1,Other
,6.628709782142451,0.5889461597622021,0.022967825713961276,1.647849636904086,0.07215807603566968,4.0,7.904300726191828,0.9940231615207133,3.340526920118899,0.3900968474997161,10.495699273808173,4,0,1,Other
,7.737704028281739,0.8142853266084717,0.14824420796616206,1.8695554164506836,0.07098367773746092,3.7681486118310548,8.231851388168945,0.9971976814861183,3.3530444583549315,0.3856443331605468,9.378221665802734,4,0,1,Other
,7.414008866332017,0.5549778341699593,0.10241418613122605,4.322951235173911,0.07829512351739104,5.859911336679837,29.700443316600815,0.9965006307814845,3.32816719457154,0.4803875871351772,9.392248257296457,4,0,1,Other
,8.0,0.5981721987414127,0.1872043566933617,7.133329885011576,0.04688174267734467,12.655912866132766,60.51613070080085,0.995758280081579,3.1244087133867233,0.33096784204805096,9.551613070080085,4,0,4,Other
,7.414751609004269,0.17147516090042692,0.3992624195497866,5.600802661529172,0.03741796225512095,33.72955383492174,160.95082796998577,0.9936094077667817,3.056638224051921,0.6163120977489327,11.458203774487904,4,1,2,Other
,6.226083806435975,0.3656539064602142,0.1813041903217987,6.682695323010707,0.09369580967820129,27.0870667747409,195.13041903217987,0.9973948230872978,3.524783238712805,0.700870667747409,9.23912570965396,4,1,1,Other
,6.2851745158803265,0.3959301936478692,0.2770637102991823,6.8258725794016355,0.0654418838112785,9.444764523590187,116.70349031760654,0.9945113351665131,3.1677905809436075,0.38261606506328044,10.022094190563925,4,1,4,Other
,6.449036718374224,0.2963222461219332,0.2417425487764558,3.898073436748448,0.0416129589796778,5.5612958979677805,86.68388769390334,0.9931191153402327,3.313677753878067,0.4449036718374224,10.994833691828998,4,1,4,Off-Dry
,6.248541697551276,0.41058332097948963,0.36864575612181005,6.64270848775638,0.05665000741230624,10.54374907346172,115.97083395102553,0.9952806243514232,3.2117499629384687,0.4632082653871928,9.582500370615312,4,1,4,Other
,7.496290018197156,0.3492749545071111,0.23406402911544888,3.8704048999156444,0.03304048999156444,5.0370998180284445,33.81450090985778,0.9912181808317426,3.0237269326705243,0.36519397452398217,11.696120509520355,4,0,4,Other
,7.267988921372787,0.3411230809702612,0.22427032446680695,1.0682582432036647,0.030904505407780117,4.7303297281465895,53.53934054370682,0.990785393405437,3.129098918443977,0.37842637825172715,11.326967027185342,4,1,4,Other
,7.8658458523386265,0.5365845852338627,0.18945235141089917,7.710337361035985,0.03953046048318519,12.731691704677253,60.335385369153435,0.9951800975178199,3.100061561074603,0.30335385369153434,9.674400391959786,4,1,4,Other
,6.975344903382162,0.6746550966178382,0.1507198484300945,5.49004228864176,0.041839230012117534,20.69526032609864,49.62327548308919,0.9936172763623222,3.1540431678748373,0.30462505495206726,10.892801515699055,4,0,4,Other
,7.6,0.23981718355871434,0.35596343671174285,1.4385374684697148,0.03563290695943142,6.403656328825713,106.0,0.9923541498738788,3.1136709304056858,0.4201828164412857,10.763290695943143,4,1,4,Other
,7.907561479940863,0.7591115342814903,0.018799619146658772,2.555103917214666,0.08461342219911294,13.417769314370195,26.626653971555292,0.9972652552776061,3.378355386287404,0.4725330794311059,9.913326985777646,4,0,1,Off-Dry
,5.342750381633008,0.3943746819724927,0.13565022897980525,1.2710015265320351,0.030567513993210324,5.857498727889971,50.42999491155988,0.990831250636055,3.447299440271587,0.4757249618366991,11.043248600678968,4,1,4,Other
,8.38016817933026,0.43766142935334706,0.3674742201039276,6.137371100519638,0.05393733125057719,3.1711883152424862,10.25678247286373,0.9957746961712125,3.2911272404907614,0.5608559415762124,11.914405842378757,4,0,3,Other
,9.532969448963529,0.6215788700308311,0.14824236224088216,1.9788482678430874,0.09153029528011027,5.082423622408822,14.0,0.9978917576377592,3.3170605905602204,0.5291757637759118,9.862363543361322,4,0,1,Other
,8.568276551450452,0.3549532008693159,0.2396106328262324,5.444702354341802,0.06979957566663482,25.417446652178068,177.56957444202968,0.9966482341181139,3.2288680892752515,0.43860851115940647,9.043042555797031,4,1,2,Other
,6.8751948280973325,0.413785718484511,0.2758311685766963,2.205541123844642,0.06078095275417876,7.833766284660739,45.11082247689284,0.9942543463741249,3.1833506513864296,0.4877835504621432,9.674935057300889,4,0,1,Other
,7.210583503791861,0.45182875105329484,0.20221014919949593,10.18365750210659,0.07176964023593804,16.80778005055815,176.13463000842637,0.9970019450126395,3.3805758994101547,0.49326849957868213,10.095175490309687,4,1,4,Other
,7.916596904209696,0.41026866545712926,0.201749245573346,3.221522437590399,0.09665910640056843,14.0,32.99552224238118,0.9965365910640057,3.3922417989114164,0.5981611992742776,10.3215224375904,4,0,1,Off-Dry
,6.670634782769445,0.6064682608615277,0.06357130449250156,1.6588623189745386,0.07429760870770846,3.882275362050923,8.117724637949078,0.9943402505805755,3.33,0.3935449275898154,10.388227536205093,4,0,1,Other
,7.227288134393484,0.3882033881508768,0.3054576268786967,4.291101679918543,0.03972796604770675,19.817796640162914,106.54491529622808,0.9947819067727625,3.279991526083584,0.5190762723261908,10.518220335983708,4,1,4,Off-Dry
,6.974029402867241,0.24049754976106327,0.26309460947433916,6.323784378973568,0.04487862786619543,60.20995099522126,192.64078407645977,0.9953038823885311,3.1816019601911494,0.7359102910035343,9.790049004778735,4,1,2,Other
,6.868836180316937,0.6356977387301914,0.08344180901584687,8.271649258423547,0.06303254270475406,25.827909549207657,144.06508540950813,0.9968196801037489,3.3407446233653015,0.46344180901584686,9.037672360633875,4,1,1,Other
,9.048461524462947,0.683612983787677,0.1175913441415487,2.2467788452789343,0.08543701894204829,5.467788452789343,14.0,0.9972145672980683,3.3293557690557867,0.5519326928326395,10.532211547210657,4,0,1,Off-Dry
,6.815471044138718,0.26690579117225643,0.2822644779306411,4.445289558612822,0.047701814855258956,7.082973089710247,87.53586867583847,0.9945212100322729,3.2858513455144873,0.48,10.429818514474103,4,1,4,Off-Dry
,8.009077533880486,0.6216642145447555,0.2632324718457724,2.1215498123051493,0.07925904129286716,10.353505630845522,43.430996246102985,0.9969168709499268,3.2841402252338208,0.5213800750779403,9.29697415537317,4,0,1,Other
,7.189945002174266,0.3359230030439727,0.29798900043485327,3.8243125271783285,0.03804752509784198,20.751374945643345,107.85192492390068,0.994567183762502,3.300530248804154,0.5545522479344471,10.424862505435664,4,1,4,Off-Dry
,7.463943613402408,0.7084462600650857,0.18045811277811014,5.261156501627144,0.05143424626153957,18.40637514378694,48.81275028757388,0.9944497196779173,3.14045811277811,0.3271712313076979,10.565737629408245,4,0,1,Other
,7.555802575279474,0.4076789698882104,0.21453090134781594,5.102501074704675,0.08398332616863549,19.113272533695397,154.55802575279475,0.9956457258592623,3.1811883047748353,0.5255246780900658,9.466851931459605,4,1,4,Other
,6.879606595413377,0.25407868091732466,0.2501967022933116,3.8039340458662325,0.05475672549547145,11.572461678936373,85.6118021375987,0.9942774949374291,3.0613769160531814,0.48,9.724327450452856,4,1,4,Other
,7.6,0.2564289238902414,0.3592857847780483,1.571431391121931,0.032642793699756555,6.071421522195172,106.0,0.9928857255644877,3.143572063002434,0.4035710761097586,10.464279369975655,4,1,4,Dry
,5.366384941247862,0.3746792156267817,0.14983096474871715,1.365539764991448,0.031434114512421604,5.778716862507126,50.114867450028505,0.9908706415687464,3.4126354195031356,0.4733615058752138,10.95658854875784,4,1,4,Other
,6.4,0.27,0.19,1.9907807008013763,0.08409219299198624,21.0,191.46096495993118,0.99516,3.49,0.6309219299198624,9.590780700801377,4,1,1,Other
,7.756995510201982,0.6868529624061698,0.206678545649651,4.721324060154244,0.05945461396342265,18.097899462945282,48.195798925890564,0.9951407052030026,3.166678545649651,0.3672730698171133,10.288109516650755,4,0,1,Other
,7.187788598739756,0.3305808076471317,0.2304070467086748,3.3313973078428942,0.06390692636975415,12.616281868346992,83.08140934173495,0.9948062746480117,3.030290403823566,0.5011044972409154,9.442442280252049,4,0,4,Other
,7.431817724179715,0.510455689550713,0.13090835868754366,4.225002517011569,0.06850025170115687,5.681822758202852,30.59088620898574,0.9953573021076623,3.2622744205350553,0.4554551861483993,9.890896277032015,4,0,1,Other
,7.484914549047206,0.7190268560137354,0.12447680616995582,4.922384030849779,0.08335280767416325,4.450122072789706,12.175183109184559,0.9966315817887691,3.374257934731331,0.5672506103639485,11.274938963605146,4,0,1,Off-Dry
,7.616677244824853,0.6776157230550462,0.16024096645246008,5.101204832262301,0.07902346195575484,4.26188965025021,11.892834475375315,0.9965054660656676,3.3620228272662636,0.5663094482512511,11.369055174874894,4,0,1,Off-Dry
,8.00768817210571,0.5783075268842284,0.1573838709790275,2.1661505376845667,0.07954867383579423,17.0,43.88716845894856,0.9965435842294743,3.3181028673789146,0.49415376344211415,9.141537634421143,4,0,1,Other
,8.0,0.809109331411542,0.2625390469326936,2.4625790901729987,0.07701561877307743,11.149219061346129,62.776171407980804,0.9964513592317807,3.275078093865387,0.4665702844788484,9.777617140798082,4,0,1,Other
,6.929923835497821,0.23491114141412334,0.31506347041848337,1.8601015526695732,0.049483497691194325,24.102284935065402,137.496191774891,0.9935299238354979,3.286060931601744,0.5970076164502179,10.01022849350654,4,1,4,Other
,7.356368773049155,0.6143813134158348,0.11069551430273927,2.404245848699437,0.06853295664306193,4.7606146217485925,8.521229243497185,0.9959130448569726,3.3943631226950846,0.5571815613475423,11.019692689125705,4,0,1,Off-Dry
,6.884262920579915,0.48747511272454036,0.1921314602899575,1.9944224765205099,0.08101643253624469,9.078685397100426,22.881971904349363,0.9958118375824063,3.392360561913013,0.4351145508115276,9.158192421013085,4,0,1,Other
,7.648314384901745,0.3992487022660349,0.25130610490433913,5.9952224452428915,0.06015449826421945,23.879214037745637,156.8019649056359,0.9966487632241364,3.267247157735262,0.47439607018872815,9.756039298112718,4,1,4,Other
,6.684760149787202,0.6057619925106399,0.0762841348084819,1.6706334581560018,0.07535701123404016,3.8587330836879965,8.141266916312004,0.9944162921396877,3.33,0.3982533832624007,10.3858733083688,4,0,1,Other
,7.756562825506877,0.5932824907335122,0.2370204089052667,1.8782814127534384,0.07914135316476349,9.020193309251928,75.0,0.9956375681790491,3.219798066907481,0.5281310409141227,9.74444683995572,4,0,1,Other
